name,address,description,interest
Cheque,0,"1,39,055.38",0
ATM,5.36,0,5.36
Interest,0,1.34,4.02
Reversal,4.8,0,8.82
Cash,0,2.94,5.88
Transfer,"9,865.75",0,"9,871.63"
ATM,0,"9,871.63",0
Cash,"13,34,830.00",0,"13,34,830.00"
Reversal,0,"1,33,483.00","12,01,347.00"
NEFT,0,"1,71,621.00","10,29,726.00"
Cheque,3.9,0,"10,29,729.90"
ATM,"6,934.51",0,"10,36,664.41"
NEFT,894,0,"10,37,558.41"
Miscellaneous,121,0,"10,37,679.41"
Commission,273.1,0,"10,37,952.51"
Purchase,"1,29,459.80",0,"11,67,412.31"
Debit Card,"1,46,865.00",0,"13,14,277.31"
Reversal,0,"3,28,569.33","9,85,707.98"
Purchase,"18,586.80",0,"10,04,294.78"
ATM,0,"1,25,536.85","8,78,757.93"
Tax,0,"8,78,757.93",0
ATM,776.37,0,776.37
Tax,0,97.05,679.32
Debit Card,0,339.66,339.66
Interest,0,169.83,169.83
Transfer,6.1,0,175.93
NEFT,0,35.19,140.74
Interest,0,140.74,0
Reversal,"1,90,003.00",0,"1,90,003.00"
Purchase,51,0,"1,90,054.00"
Purchase,0,"23,756.75","1,66,297.25"
Bill,"8,66,367.75",0,"10,32,665.00"
Bill,0,"5,16,332.50","5,16,332.50"
Cheque,0,"5,16,332.50",0
Purchase,"16,546.00",0,"16,546.00"
Reversal,"41,966.34",0,"58,512.34"
Interest,1.9,0,"58,514.24"
Miscellaneous,0,"5,851.42","52,662.82"
Cash,0,"52,662.82",0
Commission,"15,981.09",0,"15,981.09"
Cheque,127.4,0,"16,108.49"
Purchase,0,"1,789.83","14,318.66"
Cheque,0,"1,789.83","12,528.83"
Debit Card,0,"2,505.77","10,023.06"
Transfer,0,"1,002.31","9,020.75"
RTGS,0,"1,127.59","7,893.16"
RTGS,"1,466.00",0,"9,359.16"
Interest,0,"2,339.79","7,019.37"
Interest,0,"1,169.90","5,849.48"
NEFT,418.05,0,"6,267.53"
Bill,0,"1,044.59","5,222.94"
Transfer,0,"1,044.59","4,178.35"
Transfer,0,696.39,"3,481.96"
Interest,0,497.42,"2,984.54"
NEFT,"16,750.30",0,"19,734.84"
Bill,"5,923.28",0,"25,658.12"
IMPS,1,0,"25,659.12"
Cash,11,0,"25,670.12"
NEFT,0,"6,417.53","19,252.59"
RTGS,"2,52,920.60",0,"2,72,173.19"
Transfer,"2,23,614.00",0,"4,95,787.19"
IMPS,"5,06,938.25",0,"10,02,725.44"
RTGS,0,"1,25,340.68","8,77,384.76"
Miscellaneous,0,"1,75,476.95","7,01,907.81"
Transfer,0,"1,16,984.64","5,84,923.18"
NEFT,"2,925.31",0,"5,87,848.49"
RTGS,0.3,0,"5,87,848.79"
Tax,0,"2,93,924.40","2,93,924.40"
Interest,0,"29,392.44","2,64,531.96"
NEFT,"1,707.81",0,"2,66,239.77"
Debit Card,0,"66,559.94","1,99,679.83"
Purchase,0,"22,186.65","1,77,493.18"
Reversal,321.5,0,"1,77,814.68"
IMPS,0,"35,562.94","1,42,251.74"
Reversal,0,"23,708.62","1,18,543.12"
Miscellaneous,"1,000.90",0,"1,19,544.02"
ATM,0,"59,772.01","59,772.01"
Tax,"10,358.10",0,"70,130.11"
Cash,0,"35,065.06","35,065.06"
Cash,20.4,0,"35,085.46"
Bill,0,"11,695.15","23,390.31"
RTGS,0,"2,598.92","20,791.39"
Debit Card,0,"5,197.85","15,593.54"
Transfer,7,0,"15,600.54"
Cash,"40,190.60",0,"55,791.14"
Cheque,20.9,0,"55,812.04"
Interest,0,"5,581.20","50,230.84"
Commission,0,"50,230.84",0
Miscellaneous,"12,04,047.50",0,"12,04,047.50"
Interest,5.44,0,"12,04,052.94"
Purchase,"16,23,065.00",0,"28,27,117.94"
Bill,0,"3,14,124.22","25,12,993.72"
Reversal,48.6,0,"25,13,042.32"
Debit Card,0,"25,13,042.32",0
Transfer,"20,66,276.00",0,"20,66,276.00"
ATM,281.4,0,"20,66,557.40"
Miscellaneous,0,"10,33,278.70","10,33,278.70"
Purchase,"90,503.00",0,"11,23,781.70"
IMPS,0,"1,40,472.71","9,83,308.99"
Transfer,0,"3,27,769.66","6,55,539.33"
NEFT,0,"6,55,539.33",0
Interest,"1,24,359.00",0,"1,24,359.00"
Cheque,0,"17,765.57","1,06,593.43"
Cash,0,"21,318.69","85,274.74"
Miscellaneous,"3,344.49",0,"88,619.23"
IMPS,621,0,"89,240.23"
ATM,2,0,"89,242.23"
Purchase,"1,673.95",0,"90,916.18"
RTGS,0,"18,183.24","72,732.94"
ATM,0,"10,390.42","62,342.52"
ATM,"2,486.00",0,"64,828.52"
Cash,"1,92,735.50",0,"2,57,564.02"
Cash,0,"51,512.80","2,06,051.22"
Cheque,"5,58,081.20",0,"7,64,132.42"
Transfer,0,"1,09,161.77","6,54,970.65"
Commission,"2,28,950.00",0,"8,83,920.65"
Tax,0,"1,47,320.11","7,36,600.54"
Miscellaneous,0,"73,660.05","6,62,940.49"
Reversal,50.1,0,"6,62,990.59"
Purchase,0,"1,10,498.43","5,52,492.16"
Debit Card,"6,514.60",0,"5,59,006.76"
Interest,6,0,"5,59,012.76"
Interest,"1,670.00",0,"5,60,682.76"
Commission,0,"1,12,136.55","4,48,546.21"
NEFT,"50,964.00",0,"4,99,510.21"
Tax,0,"4,99,510.21",0
Commission,175,0,175
Debit Card,0,35,140
NEFT,0,20,120
Tax,45.8,0,165.8
Reversal,"1,483.00",0,"1,648.80"
Bill,2.45,0,"1,651.25"
Miscellaneous,3.7,0,"1,654.95"
ATM,"3,542.41",0,"5,197.36"
Transfer,0,649.67,"4,547.69"
Debit Card,"2,314.21",0,"6,861.90"
Transfer,289.15,0,"7,151.05"
RTGS,"17,28,115.20",0,"17,35,266.25"
Miscellaneous,0,"2,89,211.04","14,46,055.21"
Purchase,5.4,0,"14,46,060.61"
Bill,368,0,"14,46,428.61"
Miscellaneous,0,"2,89,285.72","11,57,142.89"
Tax,0,"1,92,857.15","9,64,285.74"
RTGS,"7,22,451.75",0,"16,86,737.49"
Miscellaneous,0,"1,87,415.28","14,99,322.21"
Miscellaneous,"2,06,387.16",0,"17,05,709.37"
Reversal,2.01,0,"17,05,711.38"
IMPS,1.2,0,"17,05,712.58"
RTGS,37.4,0,"17,05,749.98"
ATM,0,"5,68,583.33","11,37,166.65"
IMPS,0,"1,42,145.83","9,95,020.82"
RTGS,31,0,"9,95,051.82"
Commission,49,0,"9,95,100.82"
Debit Card,0,"1,42,157.26","8,52,943.56"
Tax,0,"8,52,943.56",0
Commission,294.13,0,294.13
Miscellaneous,0,29.41,264.72
Tax,61,0,325.72
Tax,0,54.29,271.43
Purchase,"3,914.00",0,"4,185.43"
Interest,"25,310.30",0,"29,495.73"
Cash,"2,355.70",0,"31,851.43"
Commission,0,"4,550.20","27,301.23"
ATM,0,0,"27,301.23"
Bill,0,"3,412.65","23,888.58"
Cash,"11,086.00",0,"34,974.58"
Tax,17.2,0,"34,991.78"
RTGS,0,"6,998.36","27,993.42"
Miscellaneous,0,"3,999.06","23,994.36"
IMPS,1.38,0,"23,995.74"
Commission,0,"11,997.87","11,997.87"
Commission,0,"1,499.73","10,498.14"
RTGS,"12,64,422.50",0,"12,74,920.64"
RTGS,0,"2,12,486.77","10,62,433.87"
Bill,"21,530.00",0,"10,83,963.87"
IMPS,"3,671.00",0,"10,87,634.87"
Miscellaneous,0,"3,62,544.96","7,25,089.91"
Interest,0,"3,62,544.96","3,62,544.96"
Purchase,0,"36,254.50","3,26,290.46"
ATM,"1,22,971.80",0,"4,49,262.26"
Bill,0,"44,926.23","4,04,336.03"
RTGS,"1,89,876.00",0,"5,94,212.03"
Miscellaneous,0,"84,887.43","5,09,324.60"
Cash,"17,012.78",0,"5,26,337.38"
Bill,0,0,"5,26,337.38"
Interest,299.9,0,"5,26,637.28"
Cheque,"1,513.80",0,"5,28,151.08"
RTGS,456.51,0,"5,28,607.59"
Purchase,0,"75,515.37","4,53,092.22"
Miscellaneous,0,"90,618.44","3,62,473.78"
IMPS,17.86,0,"3,62,491.64"
Cheque,0,"45,311.46","3,17,180.18"
Transfer,991.46,0,"3,18,171.64"
Purchase,345.1,0,"3,18,516.74"
Reversal,185,0,"3,18,701.74"
Purchase,64,0,"3,18,765.74"
Miscellaneous,"2,22,469.06",0,"5,41,234.80"
Transfer,0,"77,319.26","4,63,915.54"
Reversal,0,"4,63,915.54",0
ATM,162.3,0,162.3
IMPS,"24,244.05",0,"24,406.35"
Commission,"2,48,756.41",0,"2,73,162.76"
RTGS,59.3,0,"2,73,222.06"
Miscellaneous,0,"54,644.41","2,18,577.65"
Tax,0,"24,286.41","1,94,291.24"
Tax,46,0,"1,94,337.24"
Interest,0,"24,292.16","1,70,045.08"
Commission,0,"85,022.54","85,022.54"
ATM,0,"17,004.51","68,018.03"
IMPS,0,"34,009.02","34,009.02"
Tax,22.9,0,"34,031.92"
NEFT,292.44,0,"34,324.36"
Reversal,"1,548.70",0,"35,873.06"
Purchase,1,0,"35,874.06"
Cash,0,"35,874.06",0
Cheque,3,0,3
Cash,0,0.43,2.57
ATM,0,0.64,1.93
Tax,809.74,0,811.67
Cash,747.12,0,"1,558.79"
Transfer,0,779.4,779.4
NEFT,0,155.88,623.52
Bill,2.9,0,626.42
Purchase,0,89.49,536.93
Reversal,0,59.66,477.27
Interest,0,59.66,417.61
Commission,122.7,0,540.31
RTGS,0,108.06,432.25
Interest,0,108.06,324.19
Interest,0,54.03,270.16
IMPS,"3,857.11",0,"4,127.27"
Cheque,0,825.45,"3,301.82"
Cheque,"2,731.00",0,"6,032.82"
RTGS,0,603.28,"5,429.54"
Tax,0,904.92,"4,524.62"
Reversal,4.4,0,"4,529.02"
Transfer,"1,352.00",0,"5,881.02"
NEFT,0,840.15,"5,040.87"
Commission,0,840.15,"4,200.73"
Purchase,0,466.75,"3,733.98"
Cash,"5,236.00",0,"8,969.98"
IMPS,"17,577.52",0,"26,547.50"
Debit Card,"11,518.40",0,"38,065.90"
ATM,"4,39,055.00",0,"4,77,120.90"
Reversal,338.6,0,"4,77,459.50"
ATM,"14,941.00",0,"4,92,400.50"
RTGS,0,"49,240.05","4,43,160.45"
ATM,495.46,0,"4,43,655.91"
Commission,34.77,0,"4,43,690.68"
IMPS,43.4,0,"4,43,734.08"
NEFT,0,"1,47,911.36","2,95,822.72"
Cash,0,"1,47,911.36","1,47,911.36"
Miscellaneous,889,0,"1,48,800.36"
IMPS,0,"29,760.07","1,19,040.29"
Debit Card,"16,958.44",0,"1,35,998.73"
Interest,0,"33,999.68","1,01,999.05"
Debit Card,0,"33,999.68","67,999.37"
Interest,0,"11,333.23","56,666.14"
RTGS,0,"56,666.14",0
Bill,302,0,302
Interest,"2,15,256.50",0,"2,15,558.50"
RTGS,0,"26,944.81","1,88,613.69"
Interest,0,"31,435.62","1,57,178.08"
Interest,"1,52,797.70",0,"3,09,975.78"
Reversal,1,0,"3,09,976.78"
ATM,0,"38,747.10","2,71,229.68"
NEFT,0,"33,903.71","2,37,325.97"
ATM,"23,258.00",0,"2,60,583.97"
ATM,0,"37,226.28","2,23,357.69"
Transfer,0,"2,23,357.69",0
Purchase,"1,92,289.00",0,"1,92,289.00"
NEFT,"2,889.20",0,"1,95,178.20"
Cash,0,"1,95,178.20",0
Bill,"30,713.25",0,"30,713.25"
Bill,0,"4,387.61","26,325.64"
Commission,0,"13,162.82","13,162.82"
Purchase,"17,544.07",0,"30,706.89"
ATM,0,"3,838.36","26,868.53"
Miscellaneous,0,"2,686.85","24,181.68"
Bill,56.8,0,"24,238.48"
Bill,"7,14,591.50",0,"7,38,829.98"
Reversal,19.4,0,"7,38,849.38"
Bill,0,"2,46,283.13","4,92,566.25"
NEFT,"2,805.21",0,"4,95,371.46"
Debit Card,4,0,"4,95,375.46"
Reversal,0,"99,075.09","3,96,300.37"
Interest,"2,046.20",0,"3,98,346.57"
NEFT,"1,51,071.97",0,"5,49,418.54"
Purchase,0,"1,37,354.64","4,12,063.90"
Cash,"18,99,973.25",0,"23,12,037.15"
RTGS,0,"3,85,339.53","19,26,697.62"
Commission,"1,792.10",0,"19,28,489.72"
Tax,0,"2,14,276.64","17,14,213.08"
Miscellaneous,0.5,0,"17,14,213.58"
Miscellaneous,43,0,"17,14,256.58"
Transfer,0,"3,42,851.32","13,71,405.26"
Cash,0,"1,37,140.53","12,34,264.73"
Interest,0,"3,08,566.18","9,25,698.55"
Transfer,0,"3,08,566.18","6,17,132.37"
Interest,0,"77,141.55","5,39,990.82"
Cheque,0,"77,141.55","4,62,849.27"
Purchase,0,"57,856.16","4,04,993.11"
Tax,"3,34,304.00",0,"7,39,297.11"
Reversal,"11,04,268.00",0,"18,43,565.11"
Reversal,0,"18,43,565.11",0
Commission,"93,618.20",0,"93,618.20"
Reversal,0,"9,361.82","84,256.38"
Interest,48,0,"84,304.38"
RTGS,0,"10,538.05","73,766.33"
NEFT,0,"8,196.26","65,570.07"
Purchase,"29,513.30",0,"95,083.37"
Transfer,60,0,"95,143.37"
Bill,7,0,"95,150.37"
Purchase,"2,56,423.00",0,"3,51,573.37"
IMPS,"2,316.00",0,"3,53,889.37"
Interest,0,"88,472.34","2,65,417.03"
IMPS,0,"29,490.78","2,35,926.25"
Tax,"1,540.00",0,"2,37,466.25"
ATM,232.65,0,"2,37,698.90"
Cheque,0,"1,18,849.45","1,18,849.45"
Interest,0,"13,205.49","1,05,643.96"
Cash,"1,891.70",0,"1,07,535.66"
Tax,198.58,0,"1,07,734.24"
Interest,0,"15,390.61","92,343.63"
NEFT,901,0,"93,244.63"
Commission,"4,20,960.00",0,"5,14,204.63"
Bill,0.37,0,"5,14,205.00"
Tax,0,"57,133.89","4,57,071.11"
Purchase,0,"50,785.68","4,06,285.43"
Commission,0,"1,01,571.36","3,04,714.07"
RTGS,0,"30,471.41","2,74,242.66"
NEFT,0,"68,560.67","2,05,682.00"
NEFT,0,"2,05,682.00",0
Commission,"14,857.00",0,"14,857.00"
Cheque,34.3,0,"14,891.30"
Transfer,0,"14,891.30",0
Purchase,44.4,0,44.4
Interest,20.09,0,64.49
Tax,0,64.49,0
Reversal,"17,63,159.00",0,"17,63,159.00"
RTGS,0,"17,63,159.00",0
Debit Card,"6,282.70",0,"6,282.70"
Transfer,"9,31,118.00",0,"9,37,400.70"
Debit Card,0,"1,04,155.63","8,33,245.07"
Purchase,378.6,0,"8,33,623.67"
ATM,"14,931.00",0,"8,48,554.67"
IMPS,0,"2,12,138.67","6,36,416.00"
Purchase,0,"6,36,416.00",0
IMPS,0,0,0
RTGS,3,0,3
Debit Card,480.88,0,483.88
Interest,0,60.49,423.4
Purchase,"1,726.00",0,"2,149.40"
RTGS,228,0,"2,377.40"
Interest,28,0,"2,405.40"
NEFT,484.2,0,"2,889.60"
Cash,0,"1,444.80","1,444.80"
Reversal,"3,777.48",0,"5,222.28"
Purchase,28,0,"5,250.28"
RTGS,0,875.05,"4,375.23"
Miscellaneous,"1,925.87",0,"6,301.10"
ATM,245,0,"6,546.10"
Bill,0,"1,309.22","5,236.88"
RTGS,"8,979.00",0,"14,215.88"
Tax,0,"2,030.84","12,185.04"
Cash,0,"1,218.50","10,966.54"
IMPS,0,"1,566.65","9,399.89"
Cash,"20,88,891.80",0,"20,98,291.69"
ATM,0,"2,33,143.52","18,65,148.17"
Debit Card,0,"2,66,449.74","15,98,698.43"
Interest,49,0,"15,98,747.43"
Miscellaneous,8,0,"15,98,755.43"
IMPS,"4,24,716.50",0,"20,23,471.93"
Purchase,0,"4,04,694.39","16,18,777.54"
Cheque,192,0,"16,18,969.54"
Commission,27.1,0,"16,18,996.64"
Cheque,0,"1,79,888.52","14,39,108.12"
RTGS,"1,27,116.91",0,"15,66,225.03"
NEFT,0,"1,74,025.00","13,92,200.03"
IMPS,3.93,0,"13,92,203.96"
Commission,0,"1,98,886.28","11,93,317.68"
Cheque,104.14,0,"11,93,421.82"
RTGS,0,"1,32,602.42","10,60,819.40"
Cheque,127.64,0,"10,60,947.04"
Interest,0,"1,17,883.00","9,43,064.04"
Cash,0,"3,14,354.68","6,28,709.36"
RTGS,"1,698.50",0,"6,30,407.86"
Transfer,0,"1,26,081.57","5,04,326.29"
Tax,103,0,"5,04,429.29"
Reversal,0,"50,442.93","4,53,986.36"
RTGS,"2,438.00",0,"4,56,424.36"
Debit Card,0,"2,28,212.18","2,28,212.18"
Cash,"14,57,428.00",0,"16,85,640.18"
Bill,"11,86,611.25",0,"28,72,251.43"
Cheque,4.99,0,"28,72,256.42"
ATM,166.9,0,"28,72,423.32"
Miscellaneous,"21,234.00",0,"28,93,657.32"
Debit Card,0,"2,89,365.73","26,04,291.59"
IMPS,0,"13,02,145.80","13,02,145.80"
Reversal,0,"6,51,072.90","6,51,072.90"
Purchase,"1,170.83",0,"6,52,243.73"
Commission,36,0,"6,52,279.73"
Reversal,0,"81,534.97","5,70,744.76"
Bill,0,"81,534.97","4,89,209.79"
Interest,0,"48,920.98","4,40,288.81"
IMPS,0,"88,057.76","3,52,231.05"
Purchase,"1,16,316.00",0,"4,68,547.05"
Tax,0,"1,17,136.76","3,51,410.29"
Cheque,0,"39,045.59","3,12,364.70"
Debit Card,"2,13,887.90",0,"5,26,252.60"
Miscellaneous,0,"1,75,417.53","3,50,835.07"
Cheque,0,"87,708.77","2,63,126.30"
Purchase,"2,590.86",0,"2,65,717.16"
Debit Card,"65,496.00",0,"3,31,213.16"
Commission,"14,25,364.00",0,"17,56,577.16"
Reversal,"9,013.50",0,"17,65,590.66"
Transfer,0,"1,76,559.07","15,89,031.59"
Miscellaneous,"2,128.58",0,"15,91,160.17"
Bill,"1,18,463.00",0,"17,09,623.17"
Interest,0,"3,41,924.63","13,67,698.54"
Miscellaneous,"1,083.00",0,"13,68,781.54"
Purchase,0,"6,84,390.77","6,84,390.77"
Debit Card,"8,653.00",0,"6,93,043.77"
Cash,"1,52,844.70",0,"8,45,888.47"
Bill,0,"2,81,962.82","5,63,925.65"
Interest,168.42,0,"5,64,094.07"
Bill,0,"2,82,047.04","2,82,047.03"
Cheque,116,0,"2,82,163.03"
Reversal,0,"1,41,081.52","1,41,081.52"
Interest,0,"47,027.17","94,054.35"
Interest,0,"10,450.48","83,603.87"
ATM,0,"27,867.96","55,735.91"
Cash,0,"6,966.99","48,768.92"
Cash,"12,111.80",0,"60,880.72"
Interest,"3,021.00",0,"63,901.72"
Tax,0,"21,300.57","42,601.15"
Purchase,0,"42,601.15",0
Debit Card,"31,081.82",0,"31,081.82"
Cheque,0,"6,216.36","24,865.46"
RTGS,"1,763.00",0,"26,628.46"
NEFT,0,"4,438.08","22,190.38"
Transfer,0,"11,095.19","11,095.19"
Transfer,"15,561.52",0,"26,656.71"
IMPS,0,"5,331.34","21,325.37"
NEFT,"12,59,538.50",0,"12,80,863.87"
RTGS,0,"1,28,086.39","11,52,777.48"
Miscellaneous,0,0,"11,52,777.48"
Reversal,0,"1,64,682.50","9,88,094.98"
Debit Card,202,0,"9,88,296.98"
Commission,0,"9,88,296.98",0
Miscellaneous,7.5,0,7.5
NEFT,"17,77,834.75",0,"17,77,842.25"
Reversal,0,"17,77,842.25",0
Tax,"1,77,856.20",0,"1,77,856.20"
NEFT,12.5,0,"1,77,868.70"
Transfer,4,0,"1,77,872.70"
Cash,0,"19,763.63","1,58,109.07"
RTGS,0,"26,351.51","1,31,757.56"
Transfer,"1,85,513.60",0,"3,17,271.16"
Miscellaneous,0,"39,658.90","2,77,612.26"
Debit Card,5.6,0,"2,77,617.86"
Miscellaneous,"10,78,438.00",0,"13,56,055.86"
IMPS,"2,219.00",0,"13,58,274.86"
Transfer,596,0,"13,58,870.86"
Purchase,0,"1,50,985.65","12,07,885.21"
Interest,0,"4,02,628.40","8,05,256.81"
Debit Card,0,"1,34,209.47","6,71,047.34"
Reversal,0,"95,863.91","5,75,183.43"
IMPS,766.04,0,"5,75,949.47"
Commission,39.5,0,"5,75,988.97"
Purchase,0,"57,598.90","5,18,390.07"
Cheque,0,"1,29,597.52","3,88,792.55"
IMPS,"24,638.00",0,"4,13,430.55"
Interest,"1,569.60",0,"4,15,000.15"
Cash,"3,24,153.00",0,"7,39,153.15"
Miscellaneous,0,"1,23,192.19","6,15,960.96"
Commission,0,"1,53,990.24","4,61,970.72"
Commission,0,"4,61,970.72",0
Tax,5.77,0,5.77
Interest,14.72,0,20.49
Miscellaneous,0,2.05,18.44
Commission,0.6,0,19.04
Debit Card,"7,27,663.00",0,"7,27,682.04"
IMPS,0,"1,45,536.41","5,82,145.63"
NEFT,"9,501.01",0,"5,91,646.64"
Transfer,0,"84,520.95","5,07,125.69"
Tax,9,0,"5,07,134.69"
Interest,0,"72,447.81","4,34,686.88"
RTGS,928.55,0,"4,35,615.43"
RTGS,453.37,0,"4,36,068.80"
Transfer,0,"2,18,034.40","2,18,034.40"
RTGS,"2,350.50",0,"2,20,384.90"
Bill,0,"55,096.23","1,65,288.67"
Bill,37,0,"1,65,325.67"
Reversal,0,"16,532.57","1,48,793.10"
Debit Card,0,"49,597.70","99,195.40"
Bill,"1,37,974.19",0,"2,37,169.59"
Purchase,287.4,0,"2,37,456.99"
Commission,"3,623.00",0,"2,41,079.99"
Miscellaneous,"20,175.00",0,"2,61,254.99"
Transfer,2,0,"2,61,256.99"
Transfer,0,"87,085.66","1,74,171.33"
Bill,499.7,0,"1,74,671.03"
Debit Card,0,"17,467.10","1,57,203.93"
Debit Card,0,"1,57,203.93",0
ATM,"31,320.91",0,"31,320.91"
Tax,0.53,0,"31,321.44"
Bill,2.9,0,"31,324.34"
Reversal,0,"4,474.91","26,849.43"
Reversal,0,"8,949.81","17,899.62"
Tax,"15,705.40",0,"33,605.02"
IMPS,"1,051.30",0,"34,656.32"
Transfer,0,"6,931.26","27,725.06"
Bill,0,"3,080.56","24,644.50"
Transfer,0,"4,928.90","19,715.60"
Tax,0,"2,190.62","17,524.98"
Reversal,384.72,0,"17,909.70"
NEFT,0,"2,984.95","14,924.75"
Cheque,0,"1,658.31","13,266.44"
IMPS,53.87,0,"13,320.31"
Bill,"6,218.00",0,"19,538.31"
RTGS,0,"9,769.16","9,769.16"
IMPS,"7,124.00",0,"16,893.16"
RTGS,0,"2,815.53","14,077.63"
Miscellaneous,0,"1,407.76","12,669.87"
IMPS,1.3,0,"12,671.17"
Cheque,5.97,0,"12,677.14"
IMPS,"1,73,414.50",0,"1,86,091.64"
RTGS,3.5,0,"1,86,095.14"
Bill,0,"18,609.51","1,67,485.63"
Purchase,0,"27,914.27","1,39,571.36"
Tax,53.06,0,"1,39,624.42"
ATM,0,"17,453.05","1,22,171.37"
RTGS,5,0,"1,22,176.37"
Cheque,6,0,"1,22,182.37"
RTGS,0,"12,218.24","1,09,964.13"
NEFT,0,"27,491.03","82,473.10"
Transfer,0,"41,236.55","41,236.55"
Interest,"20,09,577.00",0,"20,50,813.55"
Debit Card,0,"2,92,973.36","17,57,840.19"
Debit Card,716,0,"17,58,556.19"
RTGS,0,"4,39,639.05","13,18,917.14"
Commission,0,"13,18,917.14",0
IMPS,0,0,0
ATM,"9,74,774.00",0,"9,74,774.00"
Cheque,0,"9,74,774.00",0
NEFT,"1,283.10",0,"1,283.10"
Cheque,0,"1,283.10",0
Cash,91.5,0,91.5
NEFT,0,18.3,73.2
NEFT,4.24,0,77.44
Bill,"3,158.39",0,"3,235.83"
Purchase,0,647.17,"2,588.66"
IMPS,611,0,"3,199.66"
Interest,0,457.09,"2,742.57"
Interest,20.2,0,"2,762.77"
Reversal,0,"1,381.39","1,381.38"
Miscellaneous,0.2,0,"1,381.58"
Interest,"3,168.31",0,"4,549.89"
IMPS,"45,643.75",0,"50,193.64"
Interest,0,"12,548.41","37,645.23"
Bill,0,"12,548.41","25,096.82"
Transfer,"6,792.00",0,"31,888.82"
Commission,5,0,"31,893.82"
Interest,0,"3,986.73","27,907.09"
Cheque,"96,922.50",0,"1,24,829.59"
Bill,0,"62,414.80","62,414.80"
Commission,0,"62,414.80",0
Tax,20.7,0,20.7
Transfer,0,6.9,13.8
ATM,0,2.3,11.5
NEFT,0,5.75,5.75
RTGS,0,0.72,5.03
IMPS,0,2.52,2.52
Tax,0,0.84,1.68
RTGS,"3,45,303.80",0,"3,45,305.48"
NEFT,0,"38,367.28","3,06,938.20"
Reversal,0,"51,156.37","2,55,781.83"
Tax,"18,015.86",0,"2,73,797.69"
Debit Card,0,"45,632.95","2,28,164.74"
Tax,0,"57,041.19","1,71,123.56"
Tax,"77,860.00",0,"2,48,983.56"
Miscellaneous,0,"41,497.26","2,07,486.30"
Debit Card,"4,30,557.80",0,"6,38,044.10"
Transfer,"3,254.60",0,"6,41,298.70"
Tax,0,"1,06,883.12","5,34,415.58"
Transfer,"5,010.70",0,"5,39,426.28"
Reversal,0,"67,428.29","4,71,998.00"
NEFT,"2,07,540.00",0,"6,79,538.00"
ATM,0,"67,953.80","6,11,584.20"
Purchase,0,"76,448.03","5,35,136.17"
Reversal,38.1,0,"5,35,174.27"
NEFT,507,0,"5,35,681.27"
IMPS,"1,69,961.25",0,"7,05,642.52"
Transfer,0,"1,00,806.07","6,04,836.45"
Debit Card,58.5,0,"6,04,894.95"
Cash,"2,02,159.00",0,"8,07,053.95"
RTGS,"1,516.00",0,"8,08,569.95"
Transfer,0,"1,01,071.24","7,07,498.71"
Commission,0,"70,749.87","6,36,748.84"
Miscellaneous,6,0,"6,36,754.84"
Miscellaneous,0,"3,18,377.42","3,18,377.42"
Reversal,0,"45,482.49","2,72,894.93"
Interest,"20,157.45",0,"2,93,052.38"
Purchase,0,"1,46,526.19","1,46,526.19"
ATM,0,"36,631.55","1,09,894.64"
Debit Card,0,"13,736.83","96,157.81"
Bill,0,"24,039.45","72,118.36"
Transfer,233.4,0,"72,351.76"
Interest,"20,57,653.25",0,"21,30,005.01"
Miscellaneous,0,"2,13,000.50","19,17,004.51"
Commission,0,"6,39,001.50","12,78,003.01"
IMPS,59.6,0,"12,78,062.61"
NEFT,"14,31,480.25",0,"27,09,542.86"
Commission,178.2,0,"27,09,721.06"
Reversal,0,"3,01,080.12","24,08,640.94"
Interest,"3,835.00",0,"24,12,475.94"
IMPS,"31,371.41",0,"24,43,847.35"
Commission,"1,39,025.00",0,"25,82,872.35"
Commission,"1,851.00",0,"25,84,723.35"
Interest,0,"4,30,787.23","21,53,936.12"
Reversal,0,"3,58,989.35","17,94,946.77"
NEFT,0,"3,58,989.35","14,35,957.42"
Interest,0,"2,39,326.24","11,96,631.18"
Commission,"36,514.00",0,"12,33,145.18"
Purchase,20.2,0,"12,33,165.38"
IMPS,0,"1,54,145.67","10,79,019.71"
IMPS,0,"1,54,145.67","9,24,874.04"
Reversal,0,"1,32,124.86","7,92,749.18"
RTGS,0,"1,98,187.30","5,94,561.88"
Cheque,"25,563.00",0,"6,20,124.88"
IMPS,5,0,"6,20,129.88"
Reversal,"77,380.90",0,"6,97,510.78"
RTGS,4.7,0,"6,97,515.48"
Purchase,0,"6,97,515.48",0
ATM,7,0,7
Debit Card,"7,714.50",0,"7,721.50"
Commission,"2,659.46",0,"10,380.96"
Reversal,"8,678.94",0,"19,059.90"
IMPS,0,"4,764.98","14,294.92"
Transfer,452.86,0,"14,747.78"
RTGS,"47,082.00",0,"61,829.78"
Miscellaneous,"9,166.60",0,"70,996.38"
Interest,0,"7,099.64","63,896.74"
NEFT,"1,98,047.00",0,"2,61,943.74"
Commission,0,"52,388.75","2,09,554.99"
Interest,154.2,0,"2,09,709.19"
Cash,0,"34,951.53","1,74,757.66"
Purchase,"2,611.90",0,"1,77,369.56"
Transfer,0,"25,338.51","1,52,031.05"
Transfer,"1,34,796.00",0,"2,86,827.05"
Debit Card,0,"95,609.02","1,91,218.03"
Cheque,130.6,0,"1,91,348.63"
